Authors	Title	Year	Link	Authors with Affiliations	aff_names	Affiliation type	Affiliation country
Tengyu Deng;Eita Nakamura;Kazuyoshi Yoshii	End-to-End Lyrics Transcription Informed by Pitch and Onset Estimation	2022	https://doi.org/10.5281/zenodo.7316742	Tengyu Deng, Graduate School of Informatics, Kyoto University, Japan, education;Eita Nakamura, Graduate School of Informatics, Kyoto University, Japan, education;Kazuyoshi Yoshii, Graduate School of Informatics, Kyoto University, Japan, education, PRESTO, Japan Science and Technology Agency (JST), Japan, facility	Kyoto University, Kyoto University, Kyoto University	education, education, education	JPN, JPN, JPN
Maximilian Mayerl;Stefan Brandl;Günther Specht;Markus Schedl;Eva Zangerle	Verse versus Chorus: Structure-aware Feature Extraction for Lyrics-based Genre Recognition	2022	https://doi.org/10.5281/zenodo.7316806	Maximilian Mayerl, Leopold-Franzens-Universität Innsbruck, Austria, education;Stefan Brandl, Johannes Kepler Universität Linz, Austria, education, Linz Institute of Technology (LIT), Austria, facility;Günther Specht, Leopold-Franzens-Universität Innsbruck, Austria, education;Markus Schedl, Johannes Kepler Universität Linz, Austria, education, Linz Institute of Technology (LIT), Austria, facility;Eva Zangerle, Leopold-Franzens-Universität Innsbruck, Austria, education	 Leopold-Franzens-Universität Innsbruck, Johannes Kepler University, Leopold-Franzens-Universität Innsbruck, Johannes Kepler University, Leopold-Franzens-Universität Innsbruck	education, education, education, education, education	AUT, AUT, AUT, AUT, AUT
Sangjun Han;Hyeongrae Ihm;Moontae Lee;Woohyung Lim	Symbolic Music Loop Generation with Neural Discrete Representations	2022	https://doi.org/10.5281/zenodo.7342755	Sangjun Han, LG AI Research, KOR, company;Hyeongrae Ihm, LG AI Research, KOR, company;Moontae Lee, LG AI Research, KOR, company, University of Illinois at Chicago, USA, education;Woohyung Lim, LG AI Research, KOR, company	 LG AI Research, LG AI Research, LG AI Research, LG AI Research	company, company, company, company	KOR, KOR, KOR, KOR
Martha E Thomae Elias;Julie Cumming;Ichiro Fujinaga	Counterpoint Error-Detection Tools for Optical Music Recognition of Renaissance Polyphonic Music	2022	https://doi.org/10.5281/zenodo.7316710	Martha E. Thomae, McGill University, CAN, education;Julie E. Cumming, McGill University, CAN, education;Ichiro Fujinaga, McGill University, CAN, education	 McGill University, McGill University, McGill University	education, education, education	CAN, CAN, CAN
Peiling Lu;Xu Tan;Botao Yu;Tao Qin;Sheng Zhao;Tie-Yan Liu	MeloForm: Generating Melody with Musical Form based on Expert Systems and Neural Networks	2022	https://doi.org/10.5281/zenodo.7342745	Peiling Lu, Microsoft Research Asia, CHN, company;Xu Tan, Microsoft Research Asia, CHN, company;Botao Yu, Nanjing University, CHN, education;Tao Qin, Microsoft Research Asia, CHN, company;Sheng Zhao, Microsoft Azure Speech, CHN, company;Tie-Yan Liu, Microsoft Research Asia, CHN, company	 Microsoft Research Asia, Microsoft Research Asia, Nanjing University, Microsoft Research Asia, Microsoft Azure Speech, Microsoft Research Asia	company, company, education, company, company, company	CHN, CHN, CHN, CHN, USA, CHN
Kongmeng Liew;Vipul Mishra;Yangyang Zhou;Elena V. Epure;Romain Hennequin;Shoko Wakamiya;Eiji Aramaki	Network Analyses for Cross-Cultural Music Popularity	2022	https://doi.org/10.5281/zenodo.7316654	Kongmeng Liew, Graduate School of Science and Technology, Nara Institute of Science and Technology, JPN, education;Vipul Mishra, Graduate School of Science and Technology, Nara Institute of Science and Technology, JPN, education;Yangyang Zhou, Graduate School of Science and Technology, Nara Institute of Science and Technology, JPN, education;Elena V. Epure, Deezer Research, Paris, FRA, company;Romain Hennequin, Deezer Research, Paris, FRA, company;Shoko Wakamiya, Graduate School of Science and Technology, Nara Institute of Science and Technology, JPN, education;Eiji Aramaki, Graduate School of Science and Technology, Nara Institute of Science and Technology, JPN, education	Nara Institute of Science and Technology,  Nara Institute of Science and Technology, Nara Institute of Science and Technology, Deezer Research, Deezer Research, Nara Institute of Science and Technology, Nara Institute of Science and Technology	education, education, education, company, company, education, education	JPN, JPN, JPN, FRA, FRA, JPN, JPN
Polykarpos Polykarpidis;Dionysios Kalofonos;Dimitrios Balageorgos;Christina Anagnostopoulou	Three related corpora in Middle Byzantine music notation and a preliminary comparative analysis	2022	https://doi.org/10.5281/zenodo.7316656	Polykarpos Polykarpidis, Department of Music Studies, National and Kapodistrian University of Athens, GRC, education;Dionysios Kalofonos, Independent researcher, Manchester, UK, facility;Dimitrios Balageorgos, Department of Music Studies, National and Kapodistrian University of Athens, GRC, education;Christina Anagnostopoulou, Department of Music Studies, National and Kapodistrian University of Athens, GRC, education	National and Kapodistrian University of Athens, unknown, National and Kapodistrian University of Athens, National and Kapodistrian University of Athens	education, unknown, education, education	GRC, unknown, GRC, GRC
Chih-Pin Tan;Alvin W Y Su;Yi-Hsuan Yang	Melody Infilling with User-Provided Structural Context	2022	https://doi.org/10.5281/zenodo.7316792	Chih-Pin Tan, National Cheng Kung University, TWN, education, Academia Sinica, TWN, education;Alvin W.Y. Su, National Cheng Kung University, TWN, education;Yi-Hsuan Yang, Academia Sinica, TWN, education, Taiwan AI Labs, TWN, company	 National Cheng Kung University, National Cheng Kung University, Academia Sinica	education, education, facility	TWN, TWN, TWN
Jui-Te Wu;Jun-You Wang;Jyh-Shing Roger Jang;Li Su	A unified model for zero-shot singing voice conversion and synthesis	2022	https://doi.org/10.5281/zenodo.7316786	Jui-Te Wu, National Taiwan University, TWN, education;Jun-You Wang, National Taiwan University, TWN, education;Jyh-Shing Roger Jang, National Taiwan University, TWN, education;Li Su, Academia Sinica, TWN, education	 National Taiwan University, National Taiwan University, National Taiwan University, Academia Sinica	education, education, education, facility	TWN, TWN, TWN, TWN
Charilaos Papaioannou;Ioannis Valiantzas;Theodore Giannakopoulos;Maximos Kaliakatsos-Papakostas;Alexandros Potamianos	A Dataset for Greek Traditional and Folk Music: Lyra	2022	https://doi.org/10.5281/zenodo.7316678	Charilaos Papaioannou, School of ECE, National Technical University of Athens, GRC, education;Ioannis Valiantzas, Department of Music Studies, National and Kapodistrian University Of Athens, GRC, education;Theodoros Giannakopoulos, National Center for Scientific Research - Demokritos, GRC, facility;Maximos Kaliakatsos-Papakostas, Athena RC, GRC, facility;Alexandros Potamianos, School of ECE, National Technical University of Athens, GRC, education	National Technical University of Athens, National and Kapodistrian University of Athens, National Center for Scientific Research, Athena RC, National Technical University of Athens	education, education, facility, facility, education	GRC, GRC, GRC, GRC, GRC
Longshen Ou;Xiangming Gu;Ye Wang	Transfer Learning of wav2vec 2.0 for Automatic Lyric Transcription	2022	https://doi.org/10.5281/zenodo.7342796	Longshen Ou, National University of Singapore, SGP, education;Xiangming Gu, National University of Singapore, SGP, education;Ye Wang, National University of Singapore, SGP, education	 National University of Singapore, National University of Singapore, National University of Singapore	education, education, education	SGP, SGP, SGP
Xichu Ma;Xiao Liu;Bowen Zhang;Ye Wang	Robust Melody Track Identification in Symbolic Music	2022	https://doi.org/10.5281/zenodo.7342531	Xichu Ma, National University of Singapore, SGP, education;Xiao Liu, National University of Singapore, SGP, education;Bowen Zhang, National University of Singapore, SGP, education;Ye Wang, National University of Singapore, SGP, education	 National University of Singapore, National University of Singapore, National University of Singapore, National University of Singapore	education, education, education, education	SGP, SGP, SGP, SGP
Chitralekha Gupta;Yize Wei;Zequn Gong;Purnima Kamath;Zhuoyao Li;Lonce Wyse	Parameter Sensitivity of Deep-Feature based Evaluation Metrics for Audio Textures	2022	https://doi.org/10.5281/zenodo.7342809	Chitralekha Gupta, National University of Singapore, SGP, education;Yize Wei, National University of Singapore, SGP, education;Zequn Gong, National University of Singapore, SGP, education;Purnima Kamath, National University of Singapore, SGP, education;Zhuoyao Li, National University of Singapore, SGP, education;Lonce Wyse, National University of Singapore, SGP, education	 National University of Singapore, National University of Singapore, National University of Singapore, National University of Singapore, National University of Singapore, National University of Singapore	education, education, education, education, education, education	SGP, SGP, SGP, SGP, SGP, SGP
Jingwei Zhao;Gus Xia;Ye Wang	Beat Transformer: Demixed Beat and Downbeat Tracking with Dilated Self-Attention	2022	https://doi.org/10.5281/zenodo.7316622	Jingwei Zhao, Institute of Data Science, NUS, SGP, education, Integrative Sciences and Engineering Programme, NUS Graduate School, SGP, education;Gus Xia, Music X Lab, NYU Shanghai, CHN, education, MBZUAI, ARE, education;Ye Wang, School of Computing, NUS, SGP, education, Institute of Data Science, NUS, SGP, education, Integrative Sciences and Engineering Programme, NUS Graduate School, SGP, education	National University of Singapore, New York University Shanghai, National University of Singapore	education, education, education	SGP, CHN, SGP
Jingwei Zhao;Gus Xia;Ye Wang	Domain Adversarial Training on Conditional Variational Auto-Encoder for Controllable Music Generation	2022	https://doi.org/10.5281/zenodo.7316816	Jingwei Zhao, Institute of Data Science, NUS, SGP, education, Integrative Sciences and Engineering Programme, NUS Graduate School, SGP, education;Gus Xia, Music X Lab, NYU Shanghai, CHN, education, MBZUAI, ARE, education;Ye Wang, School of Computing, NUS, SGP, education, Institute of Data Science, NUS, SGP, education, Integrative Sciences and Engineering Programme, NUS Graduate School, SGP, education	National University of Singapore, New York University Shanghai, National University of Singapore	education, education, education	SGP, CHN, SGP
David Gillman;Atalay Kutlay;Uday Goyat	Teach Yourself Georgian Folk Songs Dataset: A Annotated Corpus Of Traditional Vocal Polyphony	2022	https://doi.org/10.5281/zenodo.7316672	David Gillman, New College of Florida, USA, education;Uday Goyat, Georgia Institute of Technology, USA, education;Atalay Kutlay, New College of Florida, USA, education	 New College of Florida, Georgia Institute of Technology, New College of Florida	education, education, education	USA, USA, USA
Li Yi;Haochen Hu;Jingwei Zhao;Gus Xia	AccoMontage2: A Complete Harmonization and Accompaniment Arrangement System	2022	https://doi.org/10.5281/zenodo.7316642	Li Yi, Music X Lab, NYU Shanghai, CHN, education, MBZUAI, ARE, education;Haochen Hu, Music X Lab, NYU Shanghai, CHN, education, MBZUAI, ARE, education;Jingwei Zhao, Institute of Data Science, NUS, SGP, education;Gus Xia, Music X Lab, NYU Shanghai, CHN, education, MBZUAI, ARE, education	New York University Shanghai, New York University Shanghai, National University of Singapore, New York University Shanghai	education, education, education, education	CHN, CHN, SGP, CHN
Junyan Jiang;Daniel Chin;Yixiao Zhang;Gus Xia	Learning Hierarchical Metrical Structure Beyond Measures	2022	https://doi.org/10.5281/zenodo.7316630	Junyan Jiang, Music X Lab, NYU Shanghai, CHN, education, MBZUAI, ARE, education;Daniel Chin, Music X Lab, NYU Shanghai, CHN, education, MBZUAI, ARE, education;Yixiao Zhang, Music X Lab, NYU Shanghai, CHN, education, Centre for Digital Music, QMUL, GBR, education;Gus Xia, Music X Lab, NYU Shanghai, CHN, education, MBZUAI, ARE, education	New York University Shanghai,New York University Shanghai,New York University Shanghai,New York University Shanghai	education, education, education, education	CHN, CHN, CHN, CHN
Ellie Bean Abrams;Eva Muñoz Vidal;Claire Pelofi;Pablo Ripollés	Retrieving musical information from neural data: how cognitive features enrich acoustic ones	2022	https://doi.org/10.5281/zenodo.7343078	Ellie Bean Abrams, Music and Audio Research Laboratory, New York University, USA, facility, Center for Language, Music, and Emotion, New York University, USA, facility, Department of Psychology, New York University, USA, education;Eva Muñoz Vidal, Music and Audio Research Laboratory, New York University, USA, facility, Center for Language, Music, and Emotion, New York University, USA, facility, Department of Psychology, New York University, USA, education;Claire Pelofi, Music and Audio Research Laboratory, New York University, USA, facility, Center for Language, Music, and Emotion, New York University, USA, facility;Pablo Ripollés, Music and Audio Research Laboratory, New York University, USA, facility, Center for Language, Music, and Emotion, New York University, USA, facility, Department of Psychology, New York University, USA, education	 New York University, New York University, New York University, New York University	education, education, education, education	USA, USA, USA, USA
Noah Schaffer;Boaz Cogan;Ethan Manilow;Max Morrison;Prem Seetharaman;Bryan Pardo	Music Separation Enhancement with Generative Modeling	2022	https://doi.org/10.5281/zenodo.7316778	Noah Schaffer, Interactive Audio Lab, Northwestern University, USA, education;Boaz Cogan, Interactive Audio Lab, Northwestern University, USA, education;Ethan Manilow, Interactive Audio Lab, Northwestern University, USA, education;Max Morrison, Interactive Audio Lab, Northwestern University, USA, education;Prem Seetharaman, Descript, Inc., USA, company;Bryan Pardo, Interactive Audio Lab, Northwestern University, USA, education	Northwestern University,Northwestern University, Northwestern University, Northwestern University, Descript Inc., Northwestern University	education, education, education, education, company, education	USA, USA, USA, USA, USA, USA
Matthew C Mccallum;Filip Korzeniowski;Sergio Oramas;Fabien Gouyon;Andreas Ehmann	Supervised and Unsupervised Learning of Audio Representations for Music Understanding	2022	https://doi.org/10.5281/zenodo.7316644	Matthew C. McCallum, SiriusXM, USA, company;Filip Korzeniowski, SiriusXM, USA, company;Sergio Oramas, SiriusXM, USA, company;Fabien Gouyon, SiriusXM, USA, company;Andreas F. Ehmann, SiriusXM, USA, company	 Pandora, Pandora, Pandora, Pandora, Pandora	company, company, company, company, company	USA, USA, USA, USA, USA
Lele Liu;Qiuqiang Kong;Veronica Morfi;Emmanouil Benetos	Performance MIDI-to-score conversion by neural beat tracking	2022	https://doi.org/10.5281/zenodo.7316682	Lele Liu, Queen Mary University of London, GBR, education, The Alan Turing Institute, GBR, education, ByteDance Shanghai, CHN, company;Qiuqiang Kong, ByteDance Shanghai, CHN, company;Veronica Morfi, Queen Mary University of London, GBR, education;Emmanouil Benetos, Queen Mary University of London, GBR, education, The Alan Turing Institute, GBR, education	 Queen Mary University of London, ByteDance, Queen Mary University of London, Queen Mary University of London	education, company, education, education	GBR, CHN, GBR, GBR
Vjosa Preniqi;Kyriaki Kalimeri;Charalampos Saitis	More than words: Linking Music Preferences and Moral Values through Lyrics	2022	https://doi.org/10.5281/zenodo.7343071	Vjosa Preniqi, Centre for Digital Music, Queen Mary University of London, GBR, education;Kyriaki Kalimeri, ISI Foundation, ITA, facility;Charalampos Saitis, Centre for Digital Music, Queen Mary University of London, GBR, education	Queen Mary University of London, ISI Foundation, Queen Mary University of London	education, facility, education	GBR, ITA, GBR
